age,income,employment_status,loan_amount,debt,savings,credit_history,payment_history,existing_loans,loan_duration_months,debt_to_income_ratio,loan_to_income_ratio,creditworthy,credit_status
26,9870.12,7 or more years,2812.0,140.6,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,24,0.1709,0.2849,1,Good Credit
25,24463.83,1 to 4 years,8065.0,582.47,less than 100 DM,critical account or other credits existing,critical account history,2,36,0.2857,0.3297,0,Bad Credit
36,16056.86,7 or more years,3275.0,171.55,less than 100 DM,critical account or other credits existing,critical account history,1,21,0.1282,0.204,1,Good Credit
52,11328.41,7 or more years,2223.0,259.35,100 to 500 DM,critical account or other credits existing,critical account history,2,24,0.2747,0.1962,1,Good Credit
66,17982.0,unemployed,1480.0,444.0,500 to 1000 DM,critical account or other credits existing,critical account history,3,12,0.2963,0.0823,1,Good Credit
25,2687.16,1 to 4 years,1371.0,79.97,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,24,0.3571,0.5102,0,Bad Credit
37,10623.85,4 to 7 years,3535.0,274.94,less than 100 DM,critical account or other credits existing,critical account history,2,36,0.3106,0.3327,1,Good Credit
25,10545.71,4 to 7 years,3509.0,272.92,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,18,0.3106,0.3327,1,Good Credit
38,19402.17,7 or more years,5711.0,444.19,1000 DM or more,critical account or other credits existing,critical account history,2,36,0.2747,0.2943,1,Good Credit
67,10454.4,unemployed,3872.0,258.13,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,18,0.2963,0.3704,1,Good Credit
25,18851.65,4 to 7 years,4933.0,303.57,less than 100 DM,critical account or other credits existing,critical account history,2,39,0.1932,0.2617,0,Bad Credit
60,4943.12,7 or more years,1940.0,113.17,1000 DM or more,critical account or other credits existing,critical account history,1,24,0.2747,0.3925,1,Good Credit
31,7614.0,1 to 4 years,1410.0,141.0,less than 100 DM,no credits taken or all paid back duly,no prior payment record,1,12,0.2222,0.1852,1,Good Credit
23,2949.41,less than 1 year,836.0,97.53,100 to 500 DM,existing credits paid back duly till now,paid current credits on time,1,12,0.3968,0.2834,0,Bad Credit
60,19209.96,unemployed,6468.0,355.74,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,20,0.2222,0.3367,1,Good Credit
35,5072.48,1 to 4 years,1941.0,150.97,1000 DM or more,existing credits paid back duly till now,paid current credits on time,1,18,0.3572,0.3827,1,Good Credit
40,8630.52,7 or more years,2675.0,158.07,500 to 1000 DM,existing credits paid back duly till now,paid current credits on time,1,22,0.2198,0.3099,1,Good Credit
38,7009.55,7 or more years,2751.0,160.48,unknown or no savings account,critical account or other credits existing,critical account history,2,48,0.2747,0.3925,1,Good Credit
50,7929.38,7 or more years,6224.0,181.53,less than 100 DM,delay in paying off in the past,past payment delay,1,48,0.2747,0.7849,0,Bad Credit
27,7053.65,1 to 4 years,5998.0,209.93,less than 100 DM,critical account or other credits existing,critical account history,1,40,0.3571,0.8503,0,Bad Credit
39,4765.58,7 or more years,1188.0,67.89,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,21,0.171,0.2493,0,Bad Credit
41,18670.7,7 or more years,6313.0,341.95,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,24,0.2198,0.3381,1,Good Credit
27,32234.4,1 to 4 years,1221.0,447.7,unknown or no savings account,critical account or other credits existing,critical account history,2,6,0.1667,0.0379,1,Good Credit
51,8553.09,7 or more years,2892.0,156.65,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,24,0.2198,0.3381,1,Good Credit
32,7801.98,7 or more years,3062.0,178.62,500 to 1000 DM,existing credits paid back duly till now,paid current credits on time,1,24,0.2747,0.3925,1,Good Credit
22,14910.48,less than 1 year,2301.0,306.8,100 to 500 DM,existing credits paid back duly till now,paid current credits on time,1,9,0.2469,0.1543,1,Good Credit
51,42962.92,7 or more years,7511.0,459.01,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,18,0.1282,0.1748,0,Bad Credit
22,12227.76,less than 1 year,1258.0,251.6,less than 100 DM,critical account or other credits existing,critical account history,2,12,0.2469,0.1029,1,Good Credit
54,3653.83,7 or more years,717.0,83.65,unknown or no savings account,delay in paying off in the past,past payment delay,2,24,0.2747,0.1962,1,Good Credit
35,7286.5,less than 1 year,1549.0,240.96,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,9,0.3968,0.2126,1,Good Credit
54,8138.31,7 or more years,1597.0,186.32,less than 100 DM,critical account or other credits existing,critical account history,2,24,0.2747,0.1962,1,Good Credit
48,14156.57,7 or more years,1795.0,259.28,less than 100 DM,critical account or other credits existing,critical account history,2,18,0.2198,0.1268,1,Good Credit
24,43984.51,7 or more years,4272.0,469.92,less than 100 DM,critical account or other credits existing,critical account history,2,20,0.1282,0.0971,1,Good Credit
35,9947.39,7 or more years,976.0,227.73,unknown or no savings account,critical account or other credits existing,critical account history,2,12,0.2747,0.0981,1,Good Credit
24,36986.4,unemployed,7472.0,684.93,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,12,0.2222,0.202,1,Good Credit
24,19190.97,4 to 7 years,9271.0,309.03,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,36,0.1932,0.4831,0,Bad Credit
26,4832.1,less than 1 year,590.0,127.83,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,6,0.3175,0.1221,1,Good Credit
65,18957.12,7 or more years,930.0,434.0,unknown or no savings account,critical account or other credits existing,critical account history,4,12,0.2747,0.0491,1,Good Credit
55,13128.81,unemployed,9283.0,243.13,less than 100 DM,all credits at this bank paid back duly,paid previous credits,1,42,0.2222,0.7071,1,Good Credit
26,13825.73,less than 1 year,1778.0,284.48,less than 100 DM,no credits taken or all paid back duly,no prior payment record,2,15,0.2469,0.1286,0,Bad Credit
26,5571.25,less than 1 year,907.0,147.39,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,8,0.3175,0.1628,1,Good Credit
28,5065.06,4 to 7 years,484.0,104.87,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,6,0.2485,0.0956,1,Good Credit
24,28938.35,4 to 7 years,9629.0,748.92,less than 100 DM,critical account or other credits existing,critical account history,2,36,0.3106,0.3327,0,Bad Credit
54,3470.51,1 to 4 years,3051.0,82.63,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,48,0.2857,0.8791,0,Bad Credit
46,4430.24,4 to 7 years,3931.0,114.65,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,48,0.3105,0.8873,0,Bad Credit
54,13377.6,1 to 4 years,7432.0,247.73,less than 100 DM,delay in paying off in the past,past payment delay,1,36,0.2222,0.5556,1,Good Credit
62,17661.6,1 to 4 years,1338.0,245.3,500 to 1000 DM,existing credits paid back duly till now,paid current credits on time,1,6,0.1667,0.0758,1,Good Credit
24,47179.44,4 to 7 years,1554.0,569.8,less than 100 DM,critical account or other credits existing,critical account history,2,6,0.1449,0.0329,1,Good Credit
43,21406.95,unemployed,15857.0,528.57,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,36,0.2963,0.7407,1,Good Credit
26,3514.93,1 to 4 years,1345.0,104.61,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,18,0.3571,0.3827,0,Bad Credit
27,10019.1,1 to 4 years,1101.0,238.55,less than 100 DM,existing credits paid back duly till now,paid current credits on time,2,12,0.2857,0.1099,1,Good Credit
24,13722.8,1 to 4 years,3016.0,326.73,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,12,0.2857,0.2198,1,Good Credit
41,6346.08,7 or more years,2712.0,90.4,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,36,0.1709,0.4274,0,Bad Credit
47,11175.53,7 or more years,731.0,255.85,less than 100 DM,critical account or other credits existing,critical account history,2,8,0.2747,0.0654,1,Good Credit
35,20638.8,less than 1 year,3780.0,546.0,less than 100 DM,critical account or other credits existing,critical account history,2,18,0.3175,0.1832,1,Good Credit
30,9330.05,7 or more years,1602.0,213.6,less than 100 DM,critical account or other credits existing,critical account history,2,21,0.2747,0.1717,1,Good Credit
33,68056.56,7 or more years,3966.0,727.1,less than 100 DM,critical account or other credits existing,critical account history,3,18,0.1282,0.0583,0,Bad Credit
36,29988.0,1 to 4 years,4165.0,555.33,less than 100 DM,no credits taken or all paid back duly,no prior payment record,2,18,0.2222,0.1389,0,Bad Credit
47,16433.84,7 or more years,8335.0,300.99,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,36,0.2198,0.5072,0,Bad Credit
38,6547.38,1 to 4 years,6681.0,194.86,unknown or no savings account,delay in paying off in the past,past payment delay,1,48,0.3571,1.0204,1,Good Credit
44,9310.0,1 to 4 years,2375.0,277.08,500 to 1000 DM,delay in paying off in the past,past payment delay,2,24,0.3571,0.2551,1,Good Credit
23,2860.03,less than 1 year,1216.0,94.58,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,18,0.3968,0.4252,0,Bad Credit
29,44239.1,7 or more years,11816.0,630.19,less than 100 DM,no credits taken or all paid back duly,no prior payment record,2,45,0.1709,0.2671,0,Bad Credit
42,17844.84,7 or more years,5084.0,254.2,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,24,0.1709,0.2849,1,Good Credit
25,9047.38,less than 1 year,2327.0,186.16,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,15,0.2469,0.2572,0,Bad Credit
48,8482.88,1 to 4 years,1082.0,252.47,less than 100 DM,no credits taken or all paid back duly,no prior payment record,2,12,0.3571,0.1276,0,Bad Credit
21,3473.12,1 to 4 years,886.0,103.37,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,12,0.3572,0.2551,1,Good Credit
23,10709.82,less than 1 year,601.0,165.28,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,4,0.1852,0.0561,1,Good Credit
63,15068.87,7 or more years,2957.0,344.98,less than 100 DM,critical account or other credits existing,critical account history,2,24,0.2747,0.1962,1,Good Credit
46,13305.66,7 or more years,2611.0,304.62,less than 100 DM,critical account or other credits existing,critical account history,2,24,0.2747,0.1962,1,Good Credit
29,7782.31,4 to 7 years,5179.0,201.41,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,36,0.3106,0.6655,0,Bad Credit
28,15563.6,1 to 4 years,2993.0,370.56,less than 100 DM,delay in paying off in the past,past payment delay,2,21,0.2857,0.1923,1,Good Credit
23,4569.94,less than 1 year,1943.0,151.12,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,18,0.3968,0.4252,0,Bad Credit
50,3513.99,4 to 7 years,1559.0,90.94,less than 100 DM,all credits at this bank paid back duly,paid previous credits,1,24,0.3106,0.4437,1,Good Credit
47,34877.02,7 or more years,3422.0,798.47,less than 100 DM,existing credits paid back duly till now,paid current credits on time,3,18,0.2747,0.0981,1,Good Credit
35,14109.12,4 to 7 years,3976.0,227.2,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,21,0.1932,0.2818,1,Good Credit
68,48679.2,1 to 4 years,6761.0,901.47,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,2,18,0.2222,0.1389,0,Bad Credit
28,2203.24,less than 1 year,1249.0,72.86,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,24,0.3968,0.5669,1,Good Credit
59,9516.17,4 to 7 years,1364.0,197.02,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,9,0.2484,0.1433,1,Good Credit
57,3613.06,7 or more years,709.0,82.72,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,12,0.2747,0.1962,0,Bad Credit
33,10513.44,1 to 4 years,2235.0,312.9,less than 100 DM,critical account or other credits existing,critical account history,2,20,0.3571,0.2126,0,Bad Credit
43,21149.76,4 to 7 years,4042.0,437.88,unknown or no savings account,critical account or other credits existing,critical account history,2,24,0.2484,0.1911,1,Good Credit
35,9226.11,1 to 4 years,1471.0,274.59,less than 100 DM,critical account or other credits existing,critical account history,2,15,0.3571,0.1594,1,Good Credit
32,8667.38,4 to 7 years,1442.0,224.31,less than 100 DM,all credits at this bank paid back duly,paid previous credits,2,18,0.3106,0.1664,0,Bad Credit
45,50895.0,7 or more years,10875.0,725.0,less than 100 DM,delay in paying off in the past,past payment delay,2,36,0.1709,0.2137,1,Good Credit
33,2600.14,less than 1 year,1474.0,85.98,100 to 500 DM,existing credits paid back duly till now,paid current credits on time,1,24,0.3968,0.5669,1,Good Credit
40,4836.18,4 to 7 years,894.0,125.16,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,10,0.3106,0.1849,1,Good Credit
28,10483.65,1 to 4 years,3343.0,312.01,less than 100 DM,critical account or other credits existing,critical account history,1,15,0.3571,0.3189,1,Good Credit
29,14410.76,1 to 4 years,3959.0,343.11,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,15,0.2857,0.2747,0,Bad Credit
26,31477.6,1 to 4 years,3577.0,437.19,100 to 500 DM,existing credits paid back duly till now,paid current credits on time,1,9,0.1667,0.1136,1,Good Credit
27,22751.68,1 to 4 years,5804.0,677.13,1000 DM or more,critical account or other credits existing,critical account history,2,24,0.3571,0.2551,1,Good Credit
28,5668.32,1 to 4 years,2169.0,168.7,less than 100 DM,delay in paying off in the past,past payment delay,1,18,0.3571,0.3827,0,Bad Credit
35,4302.4,less than 1 year,2439.0,142.27,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,24,0.3968,0.5669,0,Bad Credit
32,14193.54,less than 1 year,4526.0,469.36,1000 DM or more,critical account or other credits existing,critical account history,2,27,0.3968,0.3189,1,Good Credit
25,14320.8,1 to 4 years,2210.0,265.2,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,10,0.2222,0.1543,0,Bad Credit
20,9594.72,1 to 4 years,2221.0,177.68,500 to 1000 DM,existing credits paid back duly till now,paid current credits on time,1,15,0.2222,0.2315,1,Good Credit
27,5618.93,less than 1 year,2389.0,185.81,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,18,0.3968,0.4252,1,Good Credit
42,23383.62,7 or more years,3331.0,333.1,less than 100 DM,critical account or other credits existing,critical account history,1,12,0.1709,0.1425,1,Good Credit
37,29216.16,7 or more years,7409.0,535.09,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,2,36,0.2198,0.2536,1,Good Credit
24,3322.59,7 or more years,652.0,76.07,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,12,0.2747,0.1962,1,Good Credit
40,31786.92,4 to 7 years,7678.0,511.87,500 to 1000 DM,delay in paying off in the past,past payment delay,2,36,0.1932,0.2415,1,Good Credit
46,46091.76,7 or more years,1343.0,492.43,less than 100 DM,critical account or other credits existing,critical account history,2,6,0.1282,0.0291,1,Good Credit
26,6230.06,4 to 7 years,1382.0,161.23,100 to 500 DM,critical account or other credits existing,critical account history,2,24,0.3106,0.2218,1,Good Credit
24,2466.78,less than 1 year,874.0,81.57,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,15,0.3968,0.3543,1,Good Credit
29,19386.0,1 to 4 years,3590.0,359.0,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,12,0.2222,0.1852,1,Good Credit
40,11306.71,1 to 4 years,1322.0,336.51,1000 DM or more,critical account or other credits existing,critical account history,2,11,0.3571,0.1169,1,Good Credit
36,5296.2,less than 1 year,1940.0,140.11,less than 100 DM,all credits at this bank paid back duly,paid previous credits,1,18,0.3175,0.3663,1,Good Credit
28,6106.71,7 or more years,3595.0,139.81,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,36,0.2747,0.5887,1,Good Credit
27,7764.12,less than 1 year,1422.0,205.4,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,9,0.3175,0.1832,0,Bad Credit
36,33494.26,4 to 7 years,6742.0,539.36,unknown or no savings account,critical account or other credits existing,critical account history,2,30,0.1932,0.2013,1,Good Credit
38,20443.38,4 to 7 years,7814.0,423.26,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,24,0.2484,0.3822,1,Good Credit
48,25047.9,1 to 4 years,9277.0,463.85,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,24,0.2222,0.3704,1,Good Credit
36,8891.5,7 or more years,2181.0,203.56,unknown or no savings account,critical account or other credits existing,critical account history,2,30,0.2747,0.2453,1,Good Credit
65,4304.16,unemployed,1098.0,170.8,less than 100 DM,critical account or other credits existing,critical account history,2,18,0.4762,0.2551,1,Good Credit
43,10614.13,4 to 7 years,4057.0,219.75,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,24,0.2484,0.3822,0,Bad Credit
53,2804.76,less than 1 year,795.0,92.75,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,12,0.3968,0.2834,0,Bad Credit
34,12735.1,4 to 7 years,2825.0,329.58,unknown or no savings account,critical account or other credits existing,critical account history,2,24,0.3106,0.2218,1,Good Credit
23,21157.2,1 to 4 years,15672.0,391.8,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,48,0.2222,0.7407,0,Bad Credit
34,22469.96,7 or more years,6614.0,514.42,less than 100 DM,critical account or other credits existing,critical account history,2,36,0.2747,0.2943,1,Good Credit
40,27462.24,less than 1 year,7824.0,726.51,unknown or no savings account,all credits at this bank paid back duly,paid previous credits,2,28,0.3175,0.2849,1,Good Credit
43,22123.43,7 or more years,2442.0,506.49,less than 100 DM,critical account or other credits existing,critical account history,4,27,0.2747,0.1104,1,Good Credit
46,14912.93,7 or more years,1829.0,341.41,less than 100 DM,critical account or other credits existing,critical account history,2,15,0.2747,0.1226,1,Good Credit
38,17020.64,1 to 4 years,2171.0,506.57,less than 100 DM,critical account or other credits existing,critical account history,2,12,0.3571,0.1276,1,Good Credit
34,17593.33,1 to 4 years,5800.0,418.89,less than 100 DM,critical account or other credits existing,critical account history,2,36,0.2857,0.3297,1,Good Credit
29,6109.97,1 to 4 years,1169.0,181.84,unknown or no savings account,critical account or other credits existing,critical account history,2,18,0.3571,0.1913,1,Good Credit
31,15605.06,4 to 7 years,8947.0,323.09,unknown or no savings account,delay in paying off in the past,past payment delay,1,36,0.2485,0.5733,1,Good Credit
28,5253.7,less than 1 year,2606.0,173.73,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,21,0.3968,0.496,1,Good Credit
35,8330.14,4 to 7 years,1592.0,172.47,1000 DM or more,critical account or other credits existing,critical account history,1,12,0.2485,0.1911,1,Good Credit
33,13273.39,4 to 7 years,2186.0,160.31,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,15,0.1449,0.1647,1,Good Credit
42,14950.8,1 to 4 years,4153.0,276.87,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,18,0.2222,0.2778,0,Bad Credit
43,13820.62,7 or more years,2625.0,196.88,less than 100 DM,critical account or other credits existing,critical account history,1,16,0.1709,0.1899,0,Bad Credit
44,20324.52,less than 1 year,3485.0,418.2,unknown or no savings account,critical account or other credits existing,critical account history,2,20,0.2469,0.1715,1,Good Credit
42,49032.36,7 or more years,10477.0,698.47,unknown or no savings account,critical account or other credits existing,critical account history,2,36,0.1709,0.2137,1,Good Credit
40,4346.5,1 to 4 years,1386.0,129.36,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,15,0.3571,0.3189,1,Good Credit
36,3256.34,7 or more years,1278.0,74.55,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,24,0.2747,0.3925,1,Good Credit
20,5977.8,1 to 4 years,1107.0,110.7,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,12,0.2222,0.1852,1,Good Credit
24,13353.27,4 to 7 years,3763.0,215.03,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,21,0.1932,0.2818,1,Good Credit
27,6679.8,1 to 4 years,3711.0,123.7,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,36,0.2222,0.5556,1,Good Credit
46,34157.38,less than 1 year,3594.0,527.12,less than 100 DM,delay in paying off in the past,past payment delay,2,15,0.1852,0.1052,1,Good Credit
33,28116.0,1 to 4 years,3195.0,390.5,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,9,0.1667,0.1136,1,Good Credit
34,11639.79,1 to 4 years,4454.0,346.42,less than 100 DM,delay in paying off in the past,past payment delay,2,36,0.3571,0.3827,1,Good Credit
25,11508.48,less than 1 year,4736.0,236.8,less than 100 DM,critical account or other credits existing,critical account history,1,24,0.2469,0.4115,0,Bad Credit
25,8398.73,7 or more years,2991.0,119.64,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,30,0.1709,0.3561,1,Good Credit
28,20049.12,7 or more years,2142.0,214.2,1000 DM or more,existing credits paid back duly till now,paid current credits on time,1,11,0.1282,0.1068,1,Good Credit
31,6195.56,1 to 4 years,3161.0,184.39,less than 100 DM,all credits at this bank paid back duly,paid previous credits,1,24,0.3571,0.5102,0,Bad Credit
32,30399.6,1 to 4 years,18424.0,422.22,less than 100 DM,no credits taken or all paid back duly,no prior payment record,1,48,0.1667,0.6061,0,Bad Credit
32,22556.16,1 to 4 years,2848.0,313.28,100 to 500 DM,existing credits paid back duly till now,paid current credits on time,1,10,0.1667,0.1263,1,Good Credit
68,255615.36,7 or more years,14896.0,2730.93,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,6,0.1282,0.0583,0,Bad Credit
33,5838.53,unemployed,2359.0,108.12,100 to 500 DM,existing credits paid back duly till now,paid current credits on time,1,24,0.2222,0.404,0,Bad Credit
39,8523.06,7 or more years,3345.0,195.12,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,24,0.2747,0.3925,0,Bad Credit
28,9496.85,1 to 4 years,1817.0,282.64,less than 100 DM,critical account or other credits existing,critical account history,2,18,0.3571,0.1913,1,Good Credit
37,14368.12,4 to 7 years,12749.0,371.85,500 to 1000 DM,delay in paying off in the past,past payment delay,1,48,0.3106,0.8873,1,Good Credit
22,7458.36,less than 1 year,1366.0,197.31,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,9,0.3175,0.1832,0,Bad Credit
30,10475.46,4 to 7 years,2002.0,216.88,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,12,0.2484,0.1911,1,Good Credit
55,16698.96,less than 1 year,6872.0,343.6,less than 100 DM,all credits at this bank paid back duly,paid previous credits,1,24,0.2469,0.4115,0,Bad Credit
46,4918.03,less than 1 year,697.0,162.63,less than 100 DM,all credits at this bank paid back duly,paid previous credits,2,12,0.3968,0.1417,0,Bad Credit
21,2467.25,less than 1 year,1049.0,81.59,less than 100 DM,critical account or other credits existing,critical account history,1,18,0.3968,0.4252,1,Good Credit
39,34814.16,4 to 7 years,10297.0,900.99,less than 100 DM,existing credits paid back duly till now,paid current credits on time,3,48,0.3106,0.2958,0,Bad Credit
58,3805.69,7 or more years,1867.0,87.13,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,30,0.2747,0.4906,1,Good Credit
43,10536.96,1 to 4 years,1344.0,313.6,less than 100 DM,delay in paying off in the past,past payment delay,2,12,0.3571,0.1276,1,Good Credit
24,3081.71,less than 1 year,1747.0,101.91,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,24,0.3968,0.5669,1,Good Credit
22,7855.68,less than 1 year,1670.0,259.78,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,9,0.3968,0.2126,0,Bad Credit
30,14851.2,1 to 4 years,1224.0,353.6,less than 100 DM,critical account or other credits existing,critical account history,2,9,0.2857,0.0824,1,Good Credit
42,5320.22,7 or more years,522.0,121.8,500 to 1000 DM,critical account or other credits existing,critical account history,2,12,0.2747,0.0981,1,Good Credit
23,5872.16,1 to 4 years,1498.0,174.77,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,12,0.3571,0.2551,1,Good Credit
30,5416.19,less than 1 year,1919.0,179.11,100 to 500 DM,delay in paying off in the past,past payment delay,2,30,0.3968,0.3543,0,Bad Credit
28,4519.67,1 to 4 years,745.0,107.61,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,9,0.2857,0.1648,0,Bad Credit
30,14556.53,less than 1 year,2063.0,481.37,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,6,0.3968,0.1417,1,Good Credit
42,4929.79,1 to 4 years,6288.0,146.72,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,60,0.3571,1.2755,0,Bad Credit
46,36946.8,1 to 4 years,6842.0,684.2,unknown or no savings account,critical account or other credits existing,critical account history,2,24,0.2222,0.1852,1,Good Credit
45,17141.22,less than 1 year,3527.0,352.7,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,12,0.2469,0.2058,1,Good Credit
31,8441.16,1 to 4 years,1546.0,200.98,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,10,0.2857,0.1832,1,Good Credit
31,2093.97,4 to 7 years,929.0,54.19,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,24,0.3105,0.4437,1,Good Credit
42,81319.95,4 to 7 years,1455.0,1309.5,less than 100 DM,critical account or other credits existing,critical account history,3,4,0.1932,0.0179,1,Good Credit
46,5207.33,less than 1 year,1845.0,172.2,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,15,0.3968,0.3543,1,Good Credit
30,24823.26,less than 1 year,8358.0,383.08,500 to 1000 DM,no credits taken or all paid back duly,no prior payment record,2,48,0.1852,0.3367,1,Good Credit
30,5907.64,less than 1 year,3349.0,195.36,500 to 1000 DM,all credits at this bank paid back duly,paid previous credits,1,24,0.3968,0.5669,0,Bad Credit
38,8405.46,unemployed,2859.0,333.55,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,12,0.4762,0.3401,1,Good Credit
43,3605.62,less than 1 year,1533.0,119.23,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,18,0.3968,0.4252,0,Bad Credit
31,25419.42,7 or more years,3621.0,362.1,100 to 500 DM,existing credits paid back duly till now,paid current credits on time,2,24,0.1709,0.1425,0,Bad Credit
40,24501.75,unemployed,3590.0,777.83,less than 100 DM,critical account or other credits existing,critical account history,3,18,0.381,0.1465,1,Good Credit
24,8880.3,4 to 7 years,2145.0,143.0,less than 100 DM,delay in paying off in the past,past payment delay,2,36,0.1932,0.2415,0,Bad Credit
28,8421.37,less than 1 year,4113.0,222.79,500 to 1000 DM,existing credits paid back duly till now,paid current credits on time,1,24,0.3175,0.4884,0,Bad Credit
26,21509.04,unemployed,10974.0,853.53,less than 100 DM,existing credits paid back duly till now,paid current credits on time,2,36,0.4762,0.5102,0,Bad Credit
29,7420.56,1 to 4 years,1893.0,220.85,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,12,0.3571,0.2551,1,Good Credit
57,6273.18,7 or more years,1231.0,143.62,1000 DM or more,critical account or other credits existing,critical account history,2,24,0.2747,0.1962,1,Good Credit
49,14904.78,7 or more years,3656.0,341.23,unknown or no savings account,critical account or other credits existing,critical account history,2,30,0.2747,0.2453,1,Good Credit
37,32404.32,7 or more years,1154.0,461.6,less than 100 DM,critical account or other credits existing,critical account history,3,9,0.1709,0.0356,1,Good Credit
45,7811.7,1 to 4 years,4006.0,185.99,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,28,0.2857,0.5128,0,Bad Credit
30,7819.81,7 or more years,3069.0,179.02,100 to 500 DM,existing credits paid back duly till now,paid current credits on time,1,24,0.2747,0.3925,1,Good Credit
30,48859.2,7 or more years,1740.0,696.0,less than 100 DM,critical account or other credits existing,critical account history,2,6,0.1709,0.0356,1,Good Credit
47,17748.34,1 to 4 years,2353.0,246.5,less than 100 DM,delay in paying off in the past,past payment delay,2,21,0.1667,0.1326,1,Good Credit
29,12943.84,1 to 4 years,3556.0,308.19,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,15,0.2857,0.2747,1,Good Credit
35,14178.26,7 or more years,2397.0,259.68,500 to 1000 DM,existing credits paid back duly till now,paid current credits on time,2,24,0.2198,0.1691,0,Bad Credit
